line_id,timestamp,node,label__alert_tag,is_anomaly,is_hardcase,label__level,position_ratio,template_id,message
63862213,1139947691,bn425,SCSI,True,True,INFO,0.30236,2,scsi0 (0:0): rejecting I/O to offline device
63868495,1139947704,en358,SCSI,True,True,INFO,0.30239,2,scsi0 (0:0): rejecting I/O to offline device
63919109,1139952565,en358,SCSI,True,True,INFO,0.30263,2,scsi0 (0:0): rejecting I/O to offline device
63922598,1139952572,bn425,SCSI,True,True,INFO,0.302646,2,scsi0 (0:0): rejecting I/O to offline device
63927597,1139952588,bn875,SCSI,True,True,INFO,0.30267,2,scsi0 (0:0): rejecting I/O to offline device
64265531,1140001856,dn898,CPU,True,True,INFO,0.30427,1,Losing some ticks... checking if CPU frequency changed.
64579615,1140043967,cn361,PBS_BFD,True,True,INFO,0.305757,9,"Bad file descriptor (9) in tm_request, job 59141.tbird-admin2 not running"
64661331,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42280)
64661332,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42280)
64661333,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42280)
64661334,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42880)
64661335,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42880)
64661336,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42880)
64661337,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42880)
64661338,1140055331,dn346,MPT,True,True,INFO,0.306144,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe42880)
64661349,1140055331,dn346,SCSI,True,True,INFO,0.306144,2,scsi0 (0:0): rejecting I/O to offline device
64661350,1140055331,dn346,SCSI,True,True,INFO,0.306144,2,scsi0 (0:0): rejecting I/O to offline device
64661351,1140055331,dn346,SCSI,True,True,INFO,0.306144,2,scsi0 (0:0): rejecting I/O to offline device
64661352,1140055331,dn346,SCSI,True,True,INFO,0.306144,2,scsi0 (0:0): rejecting I/O to offline device
64661353,1140055331,dn346,SCSI,True,True,INFO,0.306144,2,scsi0 (0:0): rejecting I/O to offline device
64661354,1140055331,dn346,SCSI,True,True,INFO,0.306144,2,scsi0 (0:0): rejecting I/O to offline device
64661609,1140055366,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661610,1140055366,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661611,1140055366,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661612,1140055366,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661613,1140055366,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661651,1140055371,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661652,1140055371,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661653,1140055371,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661654,1140055371,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661655,1140055371,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64661656,1140055371,dn346,SCSI,True,True,INFO,0.306145,2,scsi0 (0:0): rejecting I/O to offline device
64667716,1140056329,dn346,SCSI,True,True,INFO,0.306174,2,scsi0 (0:0): rejecting I/O to offline device
64667723,1140056330,dn346,CPU,True,True,INFO,0.306174,1,Losing some ticks... checking if CPU frequency changed.
64667724,1140056330,dn346,SCSI,True,True,INFO,0.306174,2,scsi0 (0:0): rejecting I/O to offline device
64667725,1140056330,dn346,SCSI,True,True,INFO,0.306174,2,scsi0 (0:0): rejecting I/O to offline device
64667781,1140056335,dn346,SCSI,True,True,INFO,0.306174,2,scsi0 (0:0): rejecting I/O to offline device
64667782,1140056335,dn346,SCSI,True,True,INFO,0.306174,2,scsi0 (0:0): rejecting I/O to offline device
64667986,1140056366,dn346,SCSI,True,True,INFO,0.306175,2,scsi0 (0:0): rejecting I/O to offline device
64667987,1140056366,dn346,SCSI,True,True,INFO,0.306175,2,scsi0 (0:0): rejecting I/O to offline device
64668030,1140056371,dn346,SCSI,True,True,INFO,0.306176,2,scsi0 (0:0): rejecting I/O to offline device
64668031,1140056371,dn346,SCSI,True,True,INFO,0.306176,2,scsi0 (0:0): rejecting I/O to offline device
64686526,1140059131,dn346,SCSI,True,True,INFO,0.306263,2,scsi0 (0:0): rejecting I/O to offline device
64705088,1140062079,dn346,SCSI,True,True,INFO,0.306351,2,scsi0 (0:0): rejecting I/O to offline device
64908855,1140091322,bn875,SCSI,True,True,INFO,0.307316,2,scsi0 (0:0): rejecting I/O to offline device
64909134,1140091322,dn346,SCSI,True,True,INFO,0.307317,2,scsi0 (0:0): rejecting I/O to offline device
64996553,1140103023,dn526,CPU,True,True,INFO,0.307731,1,Losing some ticks... checking if CPU frequency changed.
65046781,1140109817,dn346,SCSI,True,True,INFO,0.307969,2,scsi0 (0:0): rejecting I/O to offline device
65053612,1140110823,cn845,CPU,True,True,INFO,0.308001,1,Losing some ticks... checking if CPU frequency changed.
65082253,1140114080,cn845,CPU,True,True,INFO,0.308137,1,Losing some ticks... checking if CPU frequency changed.
65189638,1140127309,en358,SCSI,True,True,INFO,0.308645,2,scsi0 (0:0): rejecting I/O to offline device
65192110,1140127386,en358,SCSI,True,True,INFO,0.308657,2,scsi0 (0:0): rejecting I/O to offline device
65192111,1140127386,en358,SCSI,True,True,INFO,0.308657,2,scsi0 (0:0): rejecting I/O to offline device
65193304,1140127430,dn346,SCSI,True,True,INFO,0.308663,2,scsi0 (0:0): rejecting I/O to offline device
65197243,1140127610,dn346,SCSI,True,True,INFO,0.308681,2,scsi0 (0:0): rejecting I/O to offline device
65199056,1140127636,dn346,SCSI,True,True,INFO,0.30869,2,scsi0 (0:0): rejecting I/O to offline device
65205106,1140128329,dn346,SCSI,True,True,INFO,0.308718,2,scsi0 (0:0): rejecting I/O to offline device
65286390,1140138362,cn845,CPU,True,True,INFO,0.309103,1,Losing some ticks... checking if CPU frequency changed.
65337520,1140145053,cn845,CPU,True,True,INFO,0.309345,1,Losing some ticks... checking if CPU frequency changed.
65363188,1140148032,cn845,CPU,True,True,INFO,0.309467,1,Losing some ticks... checking if CPU frequency changed.
65496650,1140165435,dn1003,MPT,True,True,INFO,0.310099,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44880)
65496651,1140165435,dn1003,MPT,True,True,INFO,0.310099,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe44880)
65496656,1140165435,dn1003,SCSI,True,True,INFO,0.310099,2,scsi0 (0:0): rejecting I/O to offline device
65496657,1140165435,dn1003,SCSI,True,True,INFO,0.310099,2,scsi0 (0:0): rejecting I/O to offline device
65496658,1140165435,dn1003,SCSI,True,True,INFO,0.310099,2,scsi0 (0:0): rejecting I/O to offline device
65496919,1140165468,dn1003,SCSI,True,True,INFO,0.3101,2,scsi0 (0:0): rejecting I/O to offline device
65496920,1140165468,dn1003,SCSI,True,True,INFO,0.3101,2,scsi0 (0:0): rejecting I/O to offline device
65496958,1140165473,dn1003,SCSI,True,True,INFO,0.3101,2,scsi0 (0:0): rejecting I/O to offline device
65496959,1140165473,dn1003,SCSI,True,True,INFO,0.3101,2,scsi0 (0:0): rejecting I/O to offline device
65496960,1140165473,dn1003,SCSI,True,True,INFO,0.3101,2,scsi0 (0:0): rejecting I/O to offline device
65503587,1140166396,dn1003,SCSI,True,True,INFO,0.310132,2,scsi0 (0:0): rejecting I/O to offline device
65503868,1140166433,dn1003,SCSI,True,True,INFO,0.310133,2,scsi0 (0:0): rejecting I/O to offline device
65503869,1140166433,dn1003,SCSI,True,True,INFO,0.310133,2,scsi0 (0:0): rejecting I/O to offline device
65503870,1140166433,dn1003,SCSI,True,True,INFO,0.310133,2,scsi0 (0:0): rejecting I/O to offline device
65503871,1140166433,dn1003,SCSI,True,True,INFO,0.310133,2,scsi0 (0:0): rejecting I/O to offline device
65503872,1140166433,dn1003,SCSI,True,True,INFO,0.310133,2,scsi0 (0:0): rejecting I/O to offline device
65539539,1140170865,cn164,MPT,True,True,INFO,0.310302,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe94280)
65595891,1140177723,dn1003,SCSI,True,True,INFO,0.310569,2,scsi0 (0:0): rejecting I/O to offline device
65599182,1140177758,dn1003,SCSI,True,True,INFO,0.310584,2,scsi0 (0:0): rejecting I/O to offline device
65599404,1140177763,dn1003,SCSI,True,True,INFO,0.310585,2,scsi0 (0:0): rejecting I/O to offline device
65599405,1140177763,dn1003,SCSI,True,True,INFO,0.310585,2,scsi0 (0:0): rejecting I/O to offline device
65882555,1140211205,en358,SCSI,True,True,INFO,0.311926,2,scsi0 (0:0): rejecting I/O to offline device
65892356,1140212570,en358,SCSI,True,True,INFO,0.311972,2,scsi0 (0:0): rejecting I/O to offline device
65984774,1140222256,en358,SCSI,True,True,INFO,0.31241,2,scsi0 (0:0): rejecting I/O to offline device
65986363,1140222259,bn425,SCSI,True,True,INFO,0.312417,2,scsi0 (0:0): rejecting I/O to offline device
65992678,1140222277,bn875,SCSI,True,True,INFO,0.312447,2,scsi0 (0:0): rejecting I/O to offline device
66002911,1140223369,en358,SCSI,True,True,INFO,0.312496,2,scsi0 (0:0): rejecting I/O to offline device
67091310,1140350521,dn1003,SCSI,True,True,INFO,0.317649,2,scsi0 (0:0): rejecting I/O to offline device
67110232,1140351722,dn1003,SCSI,True,True,INFO,0.317738,2,scsi0 (0:0): rejecting I/O to offline device
67978528,1140436921,dn1003,SCSI,True,True,INFO,0.321849,2,scsi0 (0:0): rejecting I/O to offline device
67979304,1140436922,bn875,SCSI,True,True,INFO,0.321853,2,scsi0 (0:0): rejecting I/O to offline device
67979536,1140436922,dn1003,SCSI,True,True,INFO,0.321854,2,scsi0 (0:0): rejecting I/O to offline device
68110639,1140448057,en358,SCSI,True,True,INFO,0.322475,2,scsi0 (0:0): rejecting I/O to offline device
69104018,1140535959,bn425,SCSI,True,True,INFO,0.327178,2,scsi0 (0:0): rejecting I/O to offline device
69104019,1140535959,bn425,SCSI,True,True,INFO,0.327178,2,scsi0 (0:0): rejecting I/O to offline device
69168465,1140538612,dn346,SCSI,True,True,INFO,0.327483,2,scsi0 (0:0): rejecting I/O to offline device
69171462,1140538637,en358,SCSI,True,True,INFO,0.327497,2,scsi0 (0:0): rejecting I/O to offline device
69173874,1140538669,dn1003,SCSI,True,True,INFO,0.327509,2,scsi0 (0:0): rejecting I/O to offline device
69174573,1140538730,dn346,SCSI,True,True,INFO,0.327512,2,scsi0 (0:0): rejecting I/O to offline device
69194646,1140540636,dn1003,SCSI,True,True,INFO,0.327607,2,scsi0 (0:0): rejecting I/O to offline device
69354510,1140553521,tbird-admin2,CPU,True,True,INFO,0.328364,1,Losing some ticks... checking if CPU frequency changed.
69399107,1140557942,en358,SCSI,True,True,INFO,0.328575,2,scsi0 (0:0): rejecting I/O to offline device
69405077,1140558465,en358,SCSI,True,True,INFO,0.328604,2,scsi0 (0:0): rejecting I/O to offline device
69408129,1140558698,en358,SCSI,True,True,INFO,0.328618,2,scsi0 (0:0): rejecting I/O to offline device
69939650,1140611029,dn1003,SCSI,True,True,INFO,0.331135,2,scsi0 (0:0): rejecting I/O to offline device
70438671,1140649238,dn346,SCSI,True,True,INFO,0.333497,2,scsi0 (0:0): rejecting I/O to offline device
70438672,1140649238,dn346,SCSI,True,True,INFO,0.333497,2,scsi0 (0:0): rejecting I/O to offline device
70441519,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441520,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441521,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441522,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441523,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441524,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441525,1140649263,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441549,1140649264,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441550,1140649264,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441551,1140649264,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441552,1140649264,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441553,1140649264,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441554,1140649264,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70441610,1140649273,dn346,SCSI,True,True,INFO,0.333511,2,scsi0 (0:0): rejecting I/O to offline device
70445309,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445310,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445311,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445312,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445313,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445314,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445315,1140649654,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70445334,1140649655,dn346,SCSI,True,True,INFO,0.333529,2,scsi0 (0:0): rejecting I/O to offline device
70510105,1140650288,cn624,CPU,True,True,INFO,0.333835,1,Losing some ticks... checking if CPU frequency changed.
70556410,1140650409,dn260,CPU,True,True,INFO,0.334055,1,Losing some ticks... checking if CPU frequency changed.
70566228,1140650500,dn1003,SCSI,True,True,INFO,0.334101,2,scsi0 (0:0): rejecting I/O to offline device
70566229,1140650500,dn1003,SCSI,True,True,INFO,0.334101,2,scsi0 (0:0): rejecting I/O to offline device
70819427,1140654453,#9#,CPU,True,True,INFO,0.3353,1,Losing some ticks... checking if CPU frequency changed.
71673453,1140708578,en358,SCSI,True,True,INFO,0.339343,2,scsi0 (0:0): rejecting I/O to offline device
71675071,1140708583,en358,SCSI,True,True,INFO,0.339351,2,scsi0 (0:0): rejecting I/O to offline device
71686478,1140708769,en358,SCSI,True,True,INFO,0.339405,2,scsi0 (0:0): rejecting I/O to offline device
71695556,1140708850,en358,SCSI,True,True,INFO,0.339448,2,scsi0 (0:0): rejecting I/O to offline device
71695557,1140708850,en358,SCSI,True,True,INFO,0.339448,2,scsi0 (0:0): rejecting I/O to offline device
71703233,1140708988,en358,SCSI,True,True,INFO,0.339484,2,scsi0 (0:0): rejecting I/O to offline device
71710924,1140709369,en358,SCSI,True,True,INFO,0.339521,2,scsi0 (0:0): rejecting I/O to offline device
71806503,1140724566,en358,SCSI,True,True,INFO,0.339973,2,scsi0 (0:0): rejecting I/O to offline device
75577315,1140802399,en358,SCSI,True,True,INFO,0.357826,2,scsi0 (0:0): rejecting I/O to offline device
75663269,1140818481,en358,SCSI,True,True,INFO,0.358233,2,scsi0 (0:0): rejecting I/O to offline device
75819122,1140818832,en358,SCSI,True,True,INFO,0.358971,2,scsi0 (0:0): rejecting I/O to offline device
75819123,1140818832,en358,SCSI,True,True,INFO,0.358971,2,scsi0 (0:0): rejecting I/O to offline device
76453919,1141055229,an679,MPT,True,True,INFO,0.361977,3,
76453920,1141055229,an679,MPT,True,True,INFO,0.361977,3,
77114975,1141061098,cn298,CPU,True,True,INFO,0.365107,1,Losing some ticks... checking if CPU frequency changed.
77207902,1141069435,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101bff07280)
77207957,1141069436,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101bff07080)
77207958,1141069436,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101bff07480)
77207959,1141069436,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101bff07680)
77208059,1141069438,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523da80)
77208060,1141069438,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523dc80)
77208061,1141069438,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101bff07880)
77208062,1141069438,cn384,MPT,True,True,INFO,0.365547,7,mptscsih: ioc0: attempting task abort! (sc=00000101bff07a80)
77208117,1141069439,cn384,MPT,True,True,INFO,0.365548,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523d480)
77208118,1141069439,cn384,MPT,True,True,INFO,0.365548,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523d680)
77208119,1141069439,cn384,MPT,True,True,INFO,0.365548,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523d880)
77208196,1141069440,cn384,MPT,True,True,INFO,0.365548,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523d280)
77208263,1141069441,cn384,MPT,True,True,INFO,0.365548,7,mptscsih: ioc0: attempting task abort! (sc=00000101875aad00)
77208264,1141069441,cn384,MPT,True,True,INFO,0.365548,7,mptscsih: ioc0: attempting task abort! (sc=00000101a523d080)
77208437,1141069444,cn384,MPT,True,True,INFO,0.365549,7,mptscsih: ioc0: attempting task abort! (sc=00000101875aa100)
77208438,1141069444,cn384,MPT,True,True,INFO,0.365549,7,mptscsih: ioc0: attempting task abort! (sc=00000101875aa300)
77208439,1141069444,cn384,MPT,True,True,INFO,0.365549,7,mptscsih: ioc0: attempting task abort! (sc=00000101875aa500)
77208440,1141069444,cn384,MPT,True,True,INFO,0.365549,7,mptscsih: ioc0: attempting task abort! (sc=00000101875aab00)
77280451,1141078562,cn363,CPU,True,True,INFO,0.36589,1,Losing some ticks... checking if CPU frequency changed.
77287527,1141080141,bn711,CPU,True,True,INFO,0.365924,1,Losing some ticks... checking if CPU frequency changed.
77291145,1141080847,bn590,CPU,True,True,INFO,0.365941,1,Losing some ticks... checking if CPU frequency changed.
77297177,1141082202,bn552,CPU,True,True,INFO,0.365969,1,Losing some ticks... checking if CPU frequency changed.
77422165,1141087152,bn72,CPU,True,True,INFO,0.366561,1,Losing some ticks... checking if CPU frequency changed.
77431093,1141087866,bn522,CPU,True,True,INFO,0.366603,1,Losing some ticks... checking if CPU frequency changed.
77573148,1141088588,bn560,CPU,True,True,INFO,0.367276,1,Losing some ticks... checking if CPU frequency changed.
77605258,1141095158,cn794,CPU,True,True,INFO,0.367428,1,Losing some ticks... checking if CPU frequency changed.
77609697,1141096726,dn598,CPU,True,True,INFO,0.367449,1,Losing some ticks... checking if CPU frequency changed.
77680181,1141116337,dn682,CPU,True,True,INFO,0.367783,1,Losing some ticks... checking if CPU frequency changed.
77741369,1141127733,tbird-admin2,CPU,True,True,INFO,0.368072,1,Losing some ticks... checking if CPU frequency changed.
77753628,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaef100)
77753629,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaef300)
77753630,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaef500)
77753631,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaef700)
77753632,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaef900)
77753633,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaefb00)
77753634,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aaefd00)
77753635,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafa180)
77753636,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafa380)
77753637,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafa580)
77753638,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafa780)
77753639,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafa980)
77753640,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafab80)
77753641,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018aafad80)
77753642,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07080)
77753643,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07280)
77753644,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07480)
77753645,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07680)
77753646,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07880)
77753647,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07a80)
77753648,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=000001018ab07c80)
77753649,1141128225,cn911,MPT,True,True,INFO,0.36813,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe50080)
77753650,1141128225,cn911,MPT,True,True,INFO,0.368131,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe50280)
77753651,1141128225,cn911,MPT,True,True,INFO,0.368131,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe50480)
77753652,1141128225,cn911,MPT,True,True,INFO,0.368131,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe50680)
77753653,1141128225,cn911,MPT,True,True,INFO,0.368131,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe50880)
77753654,1141128225,cn911,MPT,True,True,INFO,0.368131,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe50a80)
77753739,1141128226,cn911,SCSI,True,True,INFO,0.368131,2,scsi0 (0:0): rejecting I/O to offline device
77753740,1141128226,cn911,SCSI,True,True,INFO,0.368131,2,scsi0 (0:0): rejecting I/O to offline device
77753741,1141128226,cn911,SCSI,True,True,INFO,0.368131,2,scsi0 (0:0): rejecting I/O to offline device
77753742,1141128226,cn911,SCSI,True,True,INFO,0.368131,2,scsi0 (0:0): rejecting I/O to offline device
77753743,1141128226,cn911,SCSI,True,True,INFO,0.368131,2,scsi0 (0:0): rejecting I/O to offline device
77753750,1141128227,cn911,CPU,True,True,INFO,0.368131,1,Losing some ticks... checking if CPU frequency changed.
77753751,1141128227,cn911,SCSI,True,True,INFO,0.368131,2,scsi0 (0:0): rejecting I/O to offline device
77754164,1141128249,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4300)
77754165,1141128249,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe45680)
77754193,1141128250,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0f780)
77754194,1141128250,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0f980)
77754195,1141128250,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82c80)
77754196,1141128250,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe45280)
77754240,1141128251,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4b00)
77754241,1141128251,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4d00)
77754242,1141128251,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0f580)
77754243,1141128251,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0fb80)
77754244,1141128251,cn212,MPT,True,True,INFO,0.368133,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0fd80)
77754318,1141128252,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4100)
77754319,1141128252,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4500)
77754320,1141128252,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4700)
77754321,1141128252,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016a3f4900)
77754322,1141128252,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82280)
77754323,1141128252,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82880)
77754475,1141128253,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82080)
77754476,1141128253,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82480)
77754477,1141128253,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82680)
77754478,1141128253,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad82a80)
77754479,1141128253,cn212,MPT,True,True,INFO,0.368134,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe45880)
77754727,1141128254,cn212,MPT,True,True,INFO,0.368136,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0f180)
77754728,1141128254,cn212,MPT,True,True,INFO,0.368136,7,mptscsih: ioc0: attempting task abort! (sc=000001016ad0f380)
77754729,1141128254,cn212,MPT,True,True,INFO,0.368136,7,mptscsih: ioc0: attempting task abort! (sc=000001018cbbcc80)
77754730,1141128254,cn212,MPT,True,True,INFO,0.368136,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe45080)
77754731,1141128254,cn212,MPT,True,True,INFO,0.368136,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe45480)
77754732,1141128254,cn212,MPT,True,True,INFO,0.368136,7,mptscsih: ioc0: attempting task abort! (sc=00000101bfe45a80)
77754978,1141128255,cn212,MPT,True,True,INFO,0.368137,7,mptscsih: ioc0: attempting task abort! (sc=000001018cbbc480)
