node,template_id,bucket5,anchor_ts,stage,pool_size,n_negatives_selected
bn579,1,3816617,1144985250,1,5,4
bn58,8,3816573,1144972050,1,17,4
bn581,1,3816617,1144985250,1,7,4
bn582,1,3816616,1144984950,1,4,4
bn583,1,3816616,1144984950,1,7,4
bn583,1,3817776,1145332950,1,690,4
bn584,1,3816615,1144984650,1,6,4
bn585,1,3816616,1144984950,1,5,4
bn586,1,3816617,1144985250,1,8,4
bn589,1,3816617,1144985250,1,6,4
bn59,1,3816615,1144984650,1,7,4
bn59,8,3816573,1144972050,1,13,4
bn590,1,3803602,1141080750,1,5,4
bn594,1,3816617,1144985250,1,10,4
bn597,1,3816618,1144985550,1,5,4
bn597,8,3833857,1150157250,1,20,4
bn599,1,3816617,1144985250,1,8,4
bn6,8,3816573,1144972050,1,15,4
bn60,8,3816573,1144972050,1,14,4
bn600,1,3798504,1139551350,1,9,4
bn600,1,3816617,1144985250,1,6,4
bn603,1,3816616,1144984950,1,5,4
bn604,1,3793115,1137934650,1,1083,4
bn604,1,3816616,1144984950,1,5,4
bn607,1,3816617,1144985250,1,4,4
bn608,1,3816615,1144984650,1,18,4
bn609,1,3833842,1150152750,1,882,4
bn61,8,3816573,1144972050,1,13,4
bn611,1,3816617,1144985250,1,8,4
bn615,1,3816617,1144985250,1,4,4
bn616,1,3816616,1144984950,1,6,4
bn617,1,3816617,1144985250,1,5,4
bn618,1,3816617,1144985250,1,4,4
bn619,1,3816616,1144984950,1,3,3
bn62,8,3816573,1144972050,1,16,4
bn620,1,3816615,1144984650,1,5,4
bn622,1,3816616,1144984950,1,9,4
bn623,1,3816618,1144985550,1,8,4
bn624,1,3816617,1144985250,1,7,4
bn625,1,3816617,1144985250,1,4,4
bn625,1,3833842,1150152750,1,878,4
bn63,1,3816617,1144985250,1,12,4
bn63,8,3816573,1144972050,1,17,4
bn634,1,3816617,1144985250,1,4,4
bn635,1,3816616,1144984950,1,10,4
bn636,1,3816616,1144984950,1,4,4
bn637,1,3816616,1144984950,1,6,4
bn639,1,3816616,1144984950,1,4,4
bn64,1,3816618,1144985550,1,8,4
bn64,8,3816573,1144972050,1,17,4
bn641,1,3816617,1144985250,1,6,4
bn642,1,3816617,1144985250,1,8,4
bn642,1,3839023,1151707050,1,750,4
bn645,1,3816616,1144984950,1,14,4
bn646,1,3816617,1144985250,1,6,4
bn65,8,3816573,1144972050,1,16,4
bn650,1,3816617,1144985250,1,36,4
bn653,1,3804943,1141483050,1,1479,4
bn654,1,3816617,1144985250,1,6,4
bn655,1,3816616,1144984950,1,11,4
bn657,7,3813335,1144000650,1,162,4
bn657,7,3813336,1144000950,1,174,4
bn657,7,3813337,1144001250,1,184,4
bn658,1,3816617,1144985250,1,6,4
bn659,1,3816617,1144985250,1,9,4
bn66,1,3816616,1144984950,1,7,4
bn66,8,3816573,1144972050,1,15,4
bn660,1,3816617,1144985250,1,6,4
bn660,1,3834230,1150269150,1,1385,4
bn663,1,3816616,1144984950,1,14,4
bn666,1,3816616,1144984950,1,12,4
bn667,1,3816618,1144985550,1,36,4
bn668,1,3816617,1144985250,1,22,4
bn669,1,3816618,1144985550,1,12,4
bn67,1,3816617,1144985250,1,12,4
bn67,1,3835884,1150765350,1,989,4
bn67,8,3816573,1144972050,1,15,4
bn670,1,3793115,1137934650,1,1077,4
bn670,1,3816616,1144984950,1,44,4
bn671,1,3816617,1144985250,1,9,4
bn673,1,3816617,1144985250,1,7,4
bn674,1,3816616,1144984950,1,4,4
bn675,1,3816616,1144984950,1,6,4
bn678,1,3816615,1144984650,1,9,4
bn679,1,3816617,1144985250,1,4,4
bn68,8,3816573,1144972050,1,20,4
bn681,1,3816616,1144984950,1,2,2
bn683,3,3811933,1143580050,1,108,4
bn683,3,3812461,1143738450,1,448,4
bn683,7,3790012,1137003750,1,548,4
bn683,7,3812461,1143738450,1,448,4
bn683,7,3812557,1143767250,1,460,4
bn688,1,3837897,1151369250,1,1126,4
bn69,8,3816573,1144972050,1,16,4
bn693,1,3816616,1144984950,1,3,3
bn694,1,3816617,1144985250,1,10,4
bn695,1,3833842,1150152750,1,882,4
bn695,3,3833892,1150167750,1,1235,4
bn696,1,3816617,1144985250,1,13,4
bn698,1,3816617,1144985250,1,5,4
bn699,1,3816616,1144984950,1,8,4
bn7,8,3816573,1144972050,1,15,4
bn70,8,3816573,1144972050,1,16,4
bn700,1,3816616,1144984950,1,8,4
bn701,1,3816618,1144985550,1,17,4
bn702,1,3816616,1144984950,1,13,4
bn703,1,3816617,1144985250,1,5,4
bn705,1,3793615,1138084650,1,6,4
bn706,1,3816618,1144985550,1,12,4
bn71,1,3816618,1144985550,1,19,4
bn71,8,3816573,1144972050,1,16,4
bn710,1,3816618,1144985550,1,6,4
bn711,1,3803600,1141080150,1,194,4
bn711,3,3822286,1146685950,1,807,4
bn712,1,3816618,1144985550,1,9,4
bn715,1,3816616,1144984950,1,80,4
bn719,1,3816617,1144985250,1,12,4
bn72,1,3803623,1141087050,1,209,4
bn72,1,3816617,1144985250,1,13,4
bn72,8,3816573,1144972050,1,11,4
bn72,9,3797508,1139252550,1,4,4
bn721,1,3816618,1144985550,1,5,4
bn725,1,3816618,1144985550,1,8,4
bn725,2,3776058,1132817550,1,5,4
bn726,1,3816618,1144985550,1,59,4
bn731,1,3816617,1144985250,1,38,4
bn733,1,3816616,1144984950,1,6,4
bn734,1,3816618,1144985550,1,12,4
bn737,1,3816618,1144985550,1,5,4
bn739,1,3816616,1144984950,1,6,4
bn74,8,3816573,1144972050,1,10,4
bn741,1,3816617,1144985250,1,8,4
bn744,1,3816616,1144984950,1,6,4
bn745,1,3813843,1144153050,1,2,2
bn75,1,3816618,1144985550,1,11,4
bn75,8,3816573,1144972050,1,14,4
bn754,1,3816617,1144985250,1,24,4
bn756,1,3816618,1144985550,1,18,4
bn758,1,3816618,1144985550,1,7,4
bn76,8,3816573,1144972050,1,17,4
bn760,7,3808029,1142408850,1,10,4
bn768,1,3816616,1144984950,1,8,4
bn77,1,3816616,1144984950,1,14,4
bn77,8,3816573,1144972050,1,71,4
bn770,1,3816618,1144985550,1,9,4
bn775,1,3816616,1144984950,1,6,4
bn779,1,3816617,1144985250,1,4,4
bn78,1,3816616,1144984950,1,19,4
bn782,1,3816616,1144984950,1,23,4
bn785,1,3816617,1144985250,1,9,4
bn786,1,3816617,1144985250,1,81,4
bn787,1,3816618,1144985550,1,6,4
bn79,8,3816573,1144972050,1,14,4
bn792,1,3816617,1144985250,1,7,4
bn793,1,3816616,1144984950,1,7,4
bn795,1,3816617,1144985250,1,12,4
bn796,1,3816616,1144984950,1,13,4
bn80,1,3816616,1144984950,1,14,4
bn80,8,3816573,1144972050,1,13,4
bn800,1,3816617,1144985250,1,20,4
bn805,1,3816616,1144984950,1,6,4
bn807,2,3807810,1142343150,1,42,4
bn807,2,3807813,1142344050,1,42,4
bn807,2,3807828,1142348550,1,10,4
bn807,2,3808080,1142424150,1,10,4
bn807,2,3808370,1142511150,1,5,4
bn807,2,3808656,1142596950,1,2,2
bn807,7,3807810,1142343150,1,42,4
bn808,1,3816618,1144985550,1,12,4
bn809,1,3816618,1144985550,1,16,4
bn81,1,3816615,1144984650,1,5,4
bn81,8,3816573,1144972050,1,11,4
bn818,1,3831055,1149316650,1,1404,4
bn82,8,3816573,1144972050,1,14,4
bn820,1,3816618,1144985550,1,14,4
bn821,1,3816616,1144984950,1,8,4
bn822,1,3816617,1144985250,1,14,4
bn826,1,3816618,1144985550,1,17,4
bn83,1,3816615,1144984650,1,9,4
bn83,8,3816573,1144972050,1,15,4
bn831,1,3816616,1144984950,1,74,4
bn838,1,3816618,1144985550,1,4,4
bn84,1,3816618,1144985550,1,14,4
bn84,8,3816573,1144972050,1,13,4
bn840,1,3816616,1144984950,1,9,4
bn844,1,3793288,1137986550,1,1468,4
bn844,1,3808605,1142581650,1,1467,4
bn844,1,3828828,1148648550,1,912,4
bn848,1,3816617,1144985250,1,4,4
bn85,1,3816617,1144985250,1,8,4
bn85,8,3816573,1144972050,1,16,4
bn850,1,3816618,1144985550,1,11,4
bn857,1,3837867,1151360250,1,1427,4
bn857,3,3837885,1151365650,1,1770,4
bn858,1,3816617,1144985250,1,8,4
bn858,1,3837867,1151360250,1,1434,4
bn859,1,3794624,1138387350,1,782,4
bn86,8,3816573,1144972050,1,44,4
bn860,1,3837867,1151360250,1,1443,4
bn861,1,3816618,1144985550,1,49,4
bn864,1,3836450,1150935150,1,50,4
bn867,1,3816617,1144985250,1,8,4
bn869,1,3816617,1144985250,1,6,4
bn87,1,3816616,1144984950,1,13,4
bn87,8,3816573,1144972050,1,16,4
bn870,1,3816618,1144985550,1,8,4
bn871,1,3816616,1144984950,1,6,4
bn872,1,3816616,1144984950,1,4,4
bn875,2,3798321,1139496450,1,108,4
bn875,2,3799156,1139746950,1,3008,4
bn875,2,3799295,1139788650,1,3606,4
bn875,2,3799728,1139918550,1,4683,4
bn875,2,3799776,1139932950,1,5032,4
bn875,2,3799841,1139952450,1,5036,4
bn875,2,3800304,1140091350,1,6123,4
bn875,2,3800740,1140222150,1,7186,4
bn875,2,3801456,1140436950,1,9719,4
bn875,7,3798321,1139496450,1,108,4
bn88,1,3816617,1144985250,1,21,4
bn88,8,3816573,1144972050,1,12,4
bn880,9,3798678,1139603550,1,13,4
bn882,1,3816618,1144985550,1,8,4
bn884,1,3816616,1144984950,1,5,4
bn89,8,3816573,1144972050,1,17,4
bn891,1,3816617,1144985250,1,39,4
bn893,1,3816617,1144985250,1,16,4
bn896,1,3819546,1145863950,1,1635,4
bn896,3,3819546,1145863950,1,1635,4
bn897,1,3772547,1131764250,1,628,4
bn899,1,3816616,1144984950,1,5,4
bn90,1,3816618,1144985550,1,12,4
bn90,8,3816573,1144972050,1,14,4
bn901,1,3816616,1144984950,1,7,4
bn902,1,3816616,1144984950,1,3,3
bn908,1,3816617,1144985250,1,4,4
bn91,4,3779426,1133827950,1,490,4
bn910,1,3816616,1144984950,1,5,4
bn911,1,3816616,1144984950,1,3,3
bn912,1,3816616,1144984950,1,4,4
bn913,1,3816616,1144984950,1,9,4
bn914,1,3816617,1144985250,1,4,4
bn919,1,3816617,1144985250,1,19,4
bn92,1,3816615,1144984650,1,25,4
bn92,8,3816573,1144972050,1,21,4
bn922,1,3816618,1144985550,1,5,4
bn923,1,3816617,1144985250,1,26,4
bn929,1,3816618,1144985550,1,7,4
bn93,8,3816573,1144972050,1,17,4
bn933,1,3816617,1144985250,1,8,4
bn938,1,3816616,1144984950,1,4,4
bn94,8,3816573,1144972050,1,39,4
bn940,1,3816617,1144985250,1,3,3
bn941,8,3810195,1143058650,1,63,4
bn941,8,3810196,1143058950,1,63,4
bn941,8,3810197,1143059250,1,62,4
bn941,8,3810198,1143059550,1,62,4
bn942,8,3810195,1143058650,1,57,4
bn942,8,3810196,1143058950,1,57,4
bn942,8,3810197,1143059250,1,57,4
bn942,8,3810198,1143059550,1,57,4
bn943,1,3816617,1144985250,1,7,4
bn943,8,3810195,1143058650,1,55,4
bn943,8,3810196,1143058950,1,55,4
bn943,8,3810197,1143059250,1,55,4
bn944,8,3810195,1143058650,1,56,4
bn944,8,3810196,1143058950,1,56,4
bn944,8,3810197,1143059250,1,56,4
bn949,1,3816617,1144985250,1,5,4
bn95,1,3816615,1144984650,1,20,4
bn95,8,3816573,1144972050,1,13,4
bn952,1,3835491,1150647450,1,3,3
bn953,1,3816618,1144985550,1,7,4
bn954,1,3837897,1151369250,1,1116,4
bn955,1,3788210,1136463150,1,150,4
bn955,1,3794349,1138304850,1,150,4
bn955,1,3808137,1142441250,1,153,4
bn955,1,3810272,1143081750,1,146,4
bn955,1,3812689,1143806850,1,153,4
bn955,7,3788210,1136463150,1,150,4
bn955,7,3792022,1137606750,1,715,4
bn955,7,3794349,1138304850,1,150,4
bn955,7,3808137,1142441250,1,153,4
bn955,7,3808138,1142441550,1,153,4
bn955,7,3810272,1143081750,1,146,4
bn955,7,3810273,1143082050,1,146,4
bn955,7,3812234,1143670350,1,563,4
bn955,7,3812557,1143767250,1,638,4
bn955,7,3812689,1143806850,1,153,4
bn957,1,3816617,1144985250,1,4,4
bn957,1,3837897,1151369250,1,1121,4
bn958,1,3837897,1151369250,1,1118,4
bn959,1,3816616,1144984950,1,17,4
bn959,1,3837897,1151369250,1,1120,4
bn96,1,3816616,1144984950,1,6,4
bn96,8,3816573,1144972050,1,11,4
bn960,1,3837897,1151369250,1,1112,4
bn964,1,3816616,1144984950,1,8,4
bn965,1,3816618,1144985550,1,5,4
bn965,8,3810195,1143058650,1,58,4
bn965,8,3810196,1143058950,1,58,4
bn965,8,3810197,1143059250,1,59,4
bn966,1,3816617,1144985250,1,6,4
bn966,8,3810195,1143058650,1,60,4
bn966,8,3810196,1143058950,1,60,4
bn966,8,3810197,1143059250,1,60,4
bn966,8,3837898,1151369550,1,112,4
bn967,1,3816617,1144985250,1,8,4
bn968,1,3816618,1144985550,1,8,4
bn969,1,3816617,1144985250,1,8,4
bn97,1,3816616,1144984950,1,11,4
bn97,1,3837867,1151360250,1,1431,4
bn97,8,3816573,1144972050,1,15,4
bn971,1,3778099,1133429850,1,1599,4
bn971,1,3785300,1135590150,1,1442,4
bn971,1,3812601,1143780450,1,16,4
bn971,1,3814599,1144379850,1,13,4
bn971,1,3819955,1145986650,1,529,4
bn971,1,3820888,1146266550,1,10,4
bn971,1,3825790,1147737150,1,1035,4
bn972,1,3837867,1151360250,1,1432,4
bn972,3,3837885,1151365650,1,1770,4
bn975,1,3816617,1144985250,1,4,4
bn976,1,3816617,1144985250,1,7,4
bn979,1,3816616,1144984950,1,7,4
bn98,8,3816573,1144972050,1,14,4
bn980,1,3816617,1144985250,1,6,4
bn982,1,3816617,1144985250,1,3,3
bn983,1,3816617,1144985250,1,6,4
bn984,1,3816618,1144985550,1,3,3
bn985,1,3816617,1144985250,1,5,4
bn987,1,3816616,1144984950,1,7,4
bn989,1,3810272,1143081750,1,95,4
bn989,1,3832902,1149870750,1,553,4
bn99,8,3816573,1144972050,1,14,4
bn992,1,3816616,1144984950,1,8,4
bn993,1,3816617,1144985250,1,8,4
bn995,1,3816617,1144985250,1,7,4
bn996,1,3816616,1144984950,1,6,4
bn999,1,3816616,1144984950,1,8,4
cn1000,8,3810196,1143058950,1,55,4
cn1000,8,3810197,1143059250,1,55,4
cn1000,8,3824055,1147216650,1,12,4
cn1000,8,3825723,1147717050,1,9,4
cn1001,8,3810196,1143058950,1,58,4
cn1001,8,3810197,1143059250,1,58,4
cn1001,8,3824055,1147216650,1,15,4
cn1001,8,3825723,1147717050,1,12,4
cn1002,8,3810196,1143058950,1,54,4
cn1002,8,3810197,1143059250,1,54,4
cn1002,8,3824055,1147216650,1,15,4
cn1002,8,3825723,1147717050,1,10,4
cn1003,8,3810195,1143058650,1,62,4
cn1003,8,3810196,1143058950,1,61,4
cn1003,8,3810197,1143059250,1,61,4
cn1003,8,3824055,1147216650,1,12,4
cn1003,8,3825723,1147717050,1,11,4
cn1004,8,3810196,1143058950,1,56,4
cn1004,8,3810197,1143059250,1,56,4
cn1004,8,3824055,1147216650,1,11,4
cn1004,8,3825723,1147717050,1,19,4
cn1005,8,3810196,1143058950,1,57,4
cn1005,8,3810197,1143059250,1,57,4
cn1005,8,3824055,1147216650,1,14,4
cn1005,8,3825723,1147717050,1,12,4
cn1006,8,3810196,1143058950,1,52,4
cn1006,8,3810197,1143059250,1,52,4
cn1006,8,3824055,1147216650,1,10,4
cn1006,8,3825723,1147717050,1,11,4
cn1007,8,3810196,1143058950,1,51,4
cn1007,8,3810197,1143059250,1,51,4
cn1007,8,3824055,1147216650,1,12,4
cn1007,8,3825723,1147717050,1,11,4
cn1008,8,3810196,1143058950,1,52,4
cn1008,8,3810197,1143059250,1,51,4
cn1008,8,3824055,1147216650,1,13,4
cn1008,8,3825723,1147717050,1,15,4
cn1009,8,3824055,1147216650,1,12,4
cn1009,8,3825723,1147717050,1,9,4
cn1010,8,3824055,1147216650,1,13,4
cn1010,8,3825723,1147717050,1,11,4
cn1011,8,3810196,1143058950,1,53,4
cn1011,8,3810197,1143059250,1,53,4
cn1011,8,3824055,1147216650,1,12,4
cn1011,8,3825723,1147717050,1,12,4
cn1012,8,3810196,1143058950,1,58,4
cn1012,8,3810197,1143059250,1,56,4
cn1012,8,3824055,1147216650,1,12,4
cn1012,8,3825723,1147717050,1,11,4
cn1013,8,3810196,1143058950,1,55,4
cn1013,8,3810197,1143059250,1,55,4
cn1013,8,3824055,1147216650,1,13,4
cn1013,8,3825723,1147717050,1,11,4
cn1014,8,3810196,1143058950,1,60,4
cn1014,8,3810197,1143059250,1,59,4
cn1014,8,3824055,1147216650,1,12,4
cn1014,8,3825723,1147717050,1,15,4
cn1015,8,3810196,1143058950,1,61,4
cn1015,8,3810197,1143059250,1,61,4
cn1015,8,3824055,1147216650,1,15,4
cn1015,8,3825723,1147717050,1,17,4
cn1016,8,3810196,1143058950,1,59,4
cn1016,8,3810197,1143059250,1,59,4
cn1016,8,3824055,1147216650,1,13,4
cn1016,8,3825723,1147717050,1,13,4
cn1017,8,3824055,1147216650,1,13,4
cn1017,8,3825723,1147717050,1,10,4
cn1018,8,3810196,1143058950,1,57,4
cn1018,8,3810197,1143059250,1,57,4
cn1018,8,3824055,1147216650,1,11,4
cn1018,8,3825723,1147717050,1,11,4
cn1019,8,3810196,1143058950,1,58,4
cn1019,8,3810197,1143059250,1,58,4
cn1019,8,3824055,1147216650,1,12,4
cn1019,8,3825723,1147717050,1,11,4
cn102,1,3837897,1151369250,1,1134,4
cn1020,8,3810196,1143058950,1,61,4
cn1020,8,3810197,1143059250,1,61,4
cn1020,8,3824055,1147216650,1,12,4
cn1020,8,3825723,1147717050,1,10,4
cn1021,8,3810196,1143058950,1,64,4
cn1021,8,3810197,1143059250,1,64,4
cn1021,8,3824055,1147216650,1,13,4
cn1021,8,3825723,1147717050,1,10,4
cn1022,8,3810196,1143058950,1,68,4
cn1022,8,3810197,1143059250,1,68,4
cn1022,8,3824055,1147216650,1,10,4
cn1022,8,3825723,1147717050,1,13,4
cn1023,1,3772484,1131745350,1,3,3
cn1023,8,3810196,1143058950,1,69,4
cn1023,8,3810197,1143059250,1,69,4
cn1023,8,3824055,1147216650,1,13,4
cn1023,8,3825723,1147717050,1,10,4
cn1024,8,3824055,1147216650,1,12,4
cn1024,8,3825723,1147717050,1,12,4
cn103,1,3837897,1151369250,1,1135,4
cn108,1,3837897,1151369250,1,1114,4
cn111,1,3837897,1151369250,1,1115,4
cn121,1,3827148,1148144550,1,1409,4
cn122,8,3836480,1150944150,1,87,4
cn122,8,3836481,1150944450,1,87,4
cn141,1,3824531,1147359450,1,1407,4
cn151,1,3787179,1136153850,1,1383,4
cn151,1,3812601,1143780450,1,17,4
cn151,1,3814597,1144379250,1,65,4
cn151,1,3814828,1144448550,1,18,4
cn164,7,3800569,1140170850,2,15062,4
cn170,1,3814554,1144366350,1,14,4
cn196,8,3810195,1143058650,1,60,4
cn196,8,3810196,1143058950,1,60,4
cn196,8,3810197,1143059250,1,60,4
cn199,8,3810195,1143058650,1,59,4
cn199,8,3810196,1143058950,1,59,4
cn199,8,3810197,1143059250,1,58,4
cn202,8,3810195,1143058650,1,60,4
cn202,8,3810196,1143058950,1,60,4
cn202,8,3810197,1143059250,1,60,4
cn204,8,3810195,1143058650,1,55,4
cn204,8,3810196,1143058950,1,55,4
cn204,8,3810197,1143059250,1,54,4
cn205,8,3810195,1143058650,1,58,4
cn205,8,3810196,1143058950,1,58,4
cn205,8,3810197,1143059250,1,58,4
cn206,8,3810195,1143058650,1,55,4
cn206,8,3810196,1143058950,1,55,4
cn206,8,3810197,1143059250,1,55,4
cn207,8,3810195,1143058650,1,56,4
cn207,8,3810196,1143058950,1,56,4
cn207,8,3810197,1143059250,1,56,4
cn208,8,3810195,1143058650,1,60,4
cn208,8,3810196,1143058950,1,60,4
cn208,8,3810197,1143059250,1,60,4
cn209,8,3810195,1143058650,1,57,4
cn209,8,3810196,1143058950,1,57,4
cn209,8,3810197,1143059250,1,57,4
cn210,8,3810196,1143058950,1,52,4
cn210,8,3810197,1143059250,1,52,4
cn211,8,3810195,1143058650,1,60,4
cn211,8,3810196,1143058950,1,60,4
cn211,8,3810197,1143059250,1,60,4
cn212,1,3790053,1137016050,1,163,4
cn212,1,3808724,1142617350,1,1401,4
cn212,1,3818512,1145553750,1,872,4
cn212,1,3825636,1147690950,1,360,4
cn212,7,3790053,1137016050,1,163,4
cn212,7,3803760,1141128150,1,151,4
cn212,7,3808724,1142617350,1,1401,4
cn212,7,3808796,1142638950,1,66,4
cn212,7,3816648,1144994550,1,787,4
cn212,7,3816649,1144994850,1,787,4
cn212,7,3818512,1145553750,1,872,4
cn212,7,3825636,1147690950,1,360,4
cn213,1,3820154,1146046350,1,883,4
cn213,8,3810195,1143058650,1,61,4
cn213,8,3810196,1143058950,1,61,4
cn213,8,3810197,1143059250,1,61,4
cn214,8,3810196,1143058950,1,55,4
cn214,8,3810197,1143059250,1,55,4
cn215,8,3810196,1143058950,1,51,4
cn215,8,3810197,1143059250,1,51,4
cn216,8,3810196,1143058950,1,54,4
cn216,8,3810197,1143059250,1,55,4
cn217,8,3810196,1143058950,1,52,4
cn217,8,3810197,1143059250,1,52,4
cn218,8,3810196,1143058950,1,54,4
cn218,8,3810197,1143059250,1,54,4
cn219,8,3810196,1143058950,1,51,4
cn219,8,3810197,1143059250,1,51,4
cn220,8,3810196,1143058950,1,57,4
cn220,8,3810197,1143059250,1,57,4
cn221,8,3810196,1143058950,1,53,4
cn221,8,3810197,1143059250,1,53,4
cn222,8,3810196,1143058950,1,55,4
cn222,8,3810197,1143059250,1,55,4
cn223,8,3810196,1143058950,1,56,4
cn223,8,3810197,1143059250,1,56,4
cn225,8,3810196,1143058950,1,54,4
cn225,8,3810197,1143059250,1,54,4
cn226,8,3810196,1143058950,1,57,4
cn226,8,3810197,1143059250,1,57,4
cn227,1,3798689,1139606850,1,1032,4
cn228,8,3810196,1143058950,1,56,4
cn228,8,3810197,1143059250,1,56,4
cn230,8,3810196,1143058950,1,55,4
cn230,8,3810197,1143059250,1,55,4
cn231,8,3810196,1143058950,1,54,4
cn231,8,3810197,1143059250,1,52,4
cn232,8,3810195,1143058650,1,61,4
cn232,8,3810196,1143058950,1,61,4
cn232,8,3810197,1143059250,1,61,4
cn233,8,3810196,1143058950,1,56,4
cn233,8,3810197,1143059250,1,57,4
cn234,1,3835206,1150561950,1,1265,4
cn234,8,3810196,1143058950,1,54,4
cn234,8,3810197,1143059250,1,54,4
cn235,8,3810196,1143058950,1,56,4
cn235,8,3810197,1143059250,1,56,4
cn236,8,3810196,1143058950,1,54,4
cn236,8,3810197,1143059250,1,54,4
cn237,8,3810195,1143058650,1,62,4
cn237,8,3810196,1143058950,1,62,4
cn237,8,3810197,1143059250,1,62,4
cn238,8,3810196,1143058950,1,57,4
cn238,8,3810197,1143059250,1,56,4
cn239,8,3810196,1143058950,1,51,4
cn239,8,3810197,1143059250,1,51,4
cn240,8,3810196,1143058950,1,56,4
cn240,8,3810197,1143059250,1,56,4
cn241,8,3810196,1143058950,1,55,4
cn241,8,3810197,1143059250,1,55,4
cn242,8,3810196,1143058950,1,53,4
cn242,8,3810197,1143059250,1,53,4
cn243,8,3810196,1143058950,1,58,4
cn243,8,3810197,1143059250,1,58,4
cn244,1,3779856,1133956950,1,1461,4
cn244,3,3780144,1134043350,1,23,4
cn246,8,3810196,1143058950,1,53,4
cn246,8,3810197,1143059250,1,53,4
cn247,8,3810196,1143058950,1,53,4
cn247,8,3810197,1143059250,1,53,4
cn248,8,3810196,1143058950,1,54,4
cn248,8,3810197,1143059250,1,54,4
cn249,8,3810196,1143058950,1,55,4
cn249,8,3810197,1143059250,1,56,4
cn25,1,3787724,1136317350,1,1568,4
cn250,8,3810196,1143058950,1,56,4
cn250,8,3810197,1143059250,1,56,4
cn252,8,3810196,1143058950,1,61,4
cn252,8,3810197,1143059250,1,59,4
cn253,1,3830885,1149265650,1,186,4
cn253,8,3810195,1143058650,1,62,4
cn253,8,3810196,1143058950,1,62,4
cn253,8,3810197,1143059250,1,62,4
cn254,8,3810196,1143058950,1,56,4
cn254,8,3810197,1143059250,1,56,4
cn255,8,3810196,1143058950,1,60,4
cn255,8,3810197,1143059250,1,61,4
cn256,8,3810196,1143058950,1,54,4
cn256,8,3810197,1143059250,1,54,4
cn257,8,3810195,1143058650,1,65,4
cn257,8,3810196,1143058950,1,65,4
cn257,8,3810197,1143059250,1,65,4
cn258,8,3810196,1143058950,1,56,4
cn258,8,3810197,1143059250,1,56,4
cn259,8,3810196,1143058950,1,55,4
cn259,8,3810197,1143059250,1,55,4
cn260,8,3810196,1143058950,1,56,4
cn260,8,3810197,1143059250,1,56,4
cn261,8,3810196,1143058950,1,55,4
cn261,8,3810197,1143059250,1,55,4
cn271,1,3826629,1147988850,1,59,4
cn271,2,3826629,1147988850,1,59,4
cn271,2,3826788,1148036550,1,8,4
cn271,2,3826789,1148036850,1,8,4
cn271,2,3826847,1148054250,1,544,4
cn271,2,3826849,1148054850,1,546,4
cn271,2,3826853,1148056050,1,547,4
cn271,7,3826629,1147988850,1,59,4
cn287,1,3828681,1148604450,1,1319,4
cn298,1,3803536,1141060950,1,108,4
cn359,9,3835973,1150792050,1,1,1
cn361,9,3800146,1140043950,1,2,2
cn363,1,3803595,1141078650,1,813,4
cn37,2,3805883,1141765050,1,42,4
cn37,2,3805884,1141765350,1,42,4
cn37,2,3805889,1141766850,1,42,4
cn37,2,3806064,1141819350,1,9,4
cn37,2,3806125,1141837650,1,11,4
cn37,2,3806352,1141905750,1,17,4
cn37,2,3806645,1141993650,1,9,4
cn37,2,3807504,1142251350,1,5,4
cn37,2,3807550,1142265150,1,505,4
cn37,7,3805883,1141765050,1,42,4
cn380,3,3814554,1144366350,1,653,4
cn384,7,3803564,1141069350,1,78,4
cn386,8,3836480,1150944150,1,59,4
cn395,1,3817604,1145281350,1,1365,4
cn404,8,3825723,1147717050,1,12,4
cn405,8,3825723,1147717050,1,13,4
cn406,8,3825723,1147717050,1,10,4
cn407,8,3825723,1147717050,1,13,4
cn408,8,3825723,1147717050,1,13,4
cn409,8,3825723,1147717050,1,12,4
cn410,8,3825723,1147717050,1,10,4
cn411,8,3825723,1147717050,1,9,4
cn412,8,3825723,1147717050,1,10,4
cn413,8,3825723,1147717050,1,12,4
cn414,8,3825723,1147717050,1,11,4
cn415,8,3825723,1147717050,1,13,4
cn416,8,3810196,1143058950,1,55,4
cn416,8,3810197,1143059250,1,55,4
cn416,8,3810198,1143059550,1,55,4
cn416,8,3825723,1147717050,1,12,4
cn417,8,3825723,1147717050,1,10,4
cn418,8,3825723,1147717050,1,11,4
cn419,8,3825723,1147717050,1,12,4
cn421,8,3825723,1147717050,1,12,4
cn422,3,3812563,1143769050,1,1072,4
cn422,3,3817661,1145298450,1,104,4
cn422,3,3821523,1146457050,1,580,4
cn422,7,3812558,1143767550,1,1070,4
cn422,7,3812563,1143769050,1,1072,4
cn422,7,3814586,1144375950,1,562,4
cn422,7,3818264,1145479350,1,521,4
cn422,7,3821180,1146354150,1,572,4
cn422,7,3821523,1146457050,1,580,4
cn422,7,3825766,1147729950,1,346,4
cn423,8,3825723,1147717050,1,13,4
cn424,8,3825723,1147717050,1,15,4
cn425,8,3825723,1147717050,1,14,4
cn426,2,3840624,1152187350,1,35,4
cn426,2,3840625,1152187650,1,34,4
cn426,2,3840627,1152188250,1,34,4
cn426,2,3840900,1152270150,1,15,4
cn426,2,3841325,1152397650,1,13,4
cn426,2,3841326,1152397950,1,13,4
cn426,2,3841327,1152398250,1,13,4
cn426,2,3841332,1152399750,1,15,4
cn426,2,3841333,1152400050,1,15,4
